entry_id,player_id,event_id,timestamp,chance_of_playing_this_round,form,status,fixture_code,opposition_gf,opposition_ga,opposition,is_home,kickoff_time,points_h,points_a,minutes_h,minutes_a,goals_scored_h,goals_scored_a,assists_h,assists_a,clean_sheets_h,clean_sheets_a,goals_conceded_h,goals_conceded_a,yellow_cards_h,yellow_cards_a,red_cards_h,red_cards_a,bonus_h,bonus_a,influence_h,influence_a,creativity_h,creativity_a,threat_h,threat_a,points_1,points_2,points_3,minutes_1,minutes_2,minutes_3,opposition_strength,response
1859,677,35,2021-05-06 15:25:49,,0.0,a,334,1.45,1.55,13,0,2021-05-13 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.0,0
1860,678,35,2021-05-06 15:25:49,,0.0,a,344,1.97,1.21,16,1,2021-05-08 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
1861,678,35,2021-05-06 15:25:49,,0.0,a,334,1.45,1.55,13,0,2021-05-13 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.0,0
1862,266,35,2021-05-06 15:25:49,100.0,2.3,a,345,1.29,1.18,5,1,2021-05-08 16:30:00,1.12,1.88,34.06,28.18,0.0,0.0,0.0,0.0,0.12,0.24,0.35,0.12,0.18,0.12,0.0,0.0,0.12,0.18,6.21,4.73,7.72,1.85,4.88,0.94,6,1,0,66.0,1.0,90.0,4.0,0
1863,267,35,2021-05-06 15:25:49,0.0,0.0,u,345,1.29,1.18,5,1,2021-05-08 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.0,0
1864,268,35,2021-05-06 15:25:49,100.0,2.7,a,345,1.29,1.18,5,1,2021-05-08 16:30:00,0.41,1.06,9.94,17.12,0.0,0.12,0.0,0.0,0.06,0.18,0.06,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.69,4.91,3.05,1.55,4.71,8.35,8,0,0,90.0,0.0,0.0,4.0,3
1865,269,35,2021-05-06 15:25:49,0.0,0.0,u,345,1.29,1.18,5,1,2021-05-08 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.0,0
1866,270,35,2021-05-06 15:25:49,100.0,0.7,a,345,1.29,1.18,5,1,2021-05-08 16:30:00,2.18,2.76,51.59,52.18,0.0,0.06,0.06,0.0,0.24,0.24,0.59,0.41,0.06,0.0,0.0,0.0,0.06,0.35,6.64,11.19,4.75,6.32,2.41,2.76,0,2,0,0.0,90.0,0.0,4.0,0
1867,271,35,2021-05-06 15:25:49,100.0,0.7,a,345,1.29,1.18,5,1,2021-05-08 16:30:00,5.29,3.18,70.06,39.41,0.41,0.29,0.12,0.06,0.47,0.24,0.47,0.18,0.0,0.06,0.0,0.0,0.71,0.53,23.85,15.6,24.05,11.12,23.53,13.59,0,1,1,0.0,90.0,32.0,4.0,1
1868,272,35,2021-05-06 15:25:49,100.0,0.0,a,345,1.29,1.18,5,1,2021-05-08 16:30:00,4.47,3.06,64.65,47.41,0.18,0.12,0.41,0.24,0.29,0.35,0.76,0.24,0.0,0.06,0.0,0.0,0.71,0.29,24.92,15.51,34.71,28.69,32.24,20.0,0,0,0,0.0,0.0,0.0,4.0,0
1869,273,35,2021-05-06 15:25:49,0.0,-0.3,s,345,1.29,1.18,5,1,2021-05-08 16:30:00,4.06,3.06,52.94,50.18,0.18,0.06,0.0,0.0,0.41,0.35,0.29,0.24,0.0,0.0,0.0,0.06,0.29,0.35,16.78,10.95,3.31,1.28,8.88,2.06,0,-2,1,0.0,43.0,90.0,4.0,0
1870,274,35,2021-05-06 15:25:49,100.0,4.7,a,345,1.29,1.18,5,1,2021-05-08 16:30:00,1.47,2.06,25.06,25.29,0.06,0.06,0.0,0.06,0.12,0.18,0.41,0.12,0.0,0.12,0.0,0.0,0.12,0.35,3.88,5.52,2.34,2.72,2.88,2.06,12,0,2,90.0,0.0,73.0,4.0,2
1871,275,35,2021-05-06 15:25:49,,0.7,a,345,1.29,1.18,5,1,2021-05-08 16:30:00,4.82,3.06,46.18,59.18,0.41,0.12,0.24,0.12,0.24,0.35,0.65,0.47,0.0,0.0,0.0,0.0,0.65,0.24,22.21,11.15,21.62,16.51,24.65,25.65,0,2,0,0.0,89.0,0.0,4.0,0
1872,276,35,2021-05-06 15:25:49,100.0,1.7,a,345,1.29,1.18,5,1,2021-05-08 16:30:00,3.65,4.65,62.88,70.29,0.18,0.35,0.24,0.24,0.35,0.41,0.71,0.35,0.06,0.06,0.0,0.0,0.41,0.18,14.4,20.4,14.56,15.34,36.18,37.41,3,0,2,90.0,0.0,90.0,4.0,6
1873,277,35,2021-05-06 15:25:49,100.0,2.3,a,345,1.29,1.18,5,1,2021-05-08 16:30:00,2.88,4.71,57.82,67.24,0.0,0.06,0.0,0.18,0.35,0.47,0.41,0.35,0.18,0.06,0.0,0.0,0.41,0.53,11.68,18.27,18.81,18.75,11.41,9.59,6,0,1,90.0,0.0,90.0,4.0,1
1874,278,35,2021-05-06 15:25:49,100.0,3.3,a,345,1.29,1.18,5,1,2021-05-08 16:30:00,4.47,4.0,90.0,84.71,0.0,0.0,0.06,0.0,0.53,0.53,0.88,0.47,0.0,0.18,0.0,0.0,0.18,0.0,16.6,12.54,0.59,0.0,0.0,0.0,7,2,1,90.0,90.0,90.0,4.0,2
1875,279,35,2021-05-06 15:25:49,100.0,2.0,a,345,1.29,1.18,5,1,2021-05-08 16:30:00,1.06,0.53,24.59,11.71,0.06,0.0,0.0,0.0,0.12,0.06,0.41,0.06,0.24,0.0,0.0,0.0,0.06,0.0,5.81,1.45,1.54,0.69,2.41,0.12,6,0,0,90.0,0.0,58.0,4.0,1
1876,280,35,2021-05-06 15:25:49,100.0,2.3,a,345,1.29,1.18,5,1,2021-05-08 16:30:00,0.94,2.41,26.47,47.24,0.0,0.0,0.0,0.0,0.12,0.29,0.24,0.24,0.06,0.0,0.0,0.0,0.0,0.24,4.15,8.19,0.82,3.68,1.82,2.94,6,1,0,90.0,45.0,0.0,4.0,1
1877,281,35,2021-05-06 15:25:49,100.0,5.7,a,345,1.29,1.18,5,1,2021-05-08 16:30:00,2.06,3.29,52.29,59.29,0.06,0.06,0.06,0.35,0.35,0.29,0.29,0.41,0.12,0.12,0.0,0.0,0.18,0.35,8.62,14.19,10.35,15.4,13.47,13.53,0,11,6,0.0,90.0,90.0,4.0,0
1878,282,35,2021-05-06 15:25:49,100.0,1.7,a,345,1.29,1.18,5,1,2021-05-08 16:30:00,3.18,2.82,55.88,49.41,0.24,0.24,0.12,0.12,0.29,0.29,0.41,0.29,0.0,0.06,0.0,0.0,0.53,0.41,11.28,13.98,12.26,11.31,24.47,22.82,2,1,2,90.0,45.0,90.0,4.0,1
1879,283,35,2021-05-06 15:25:49,100.0,1.7,a,345,1.29,1.18,5,1,2021-05-08 16:30:00,2.24,1.35,45.41,30.06,0.0,0.0,0.0,0.0,0.29,0.12,0.41,0.18,0.0,0.0,0.0,0.0,0.18,0.12,9.54,4.79,11.91,5.03,4.35,2.0,1,2,2,23.0,90.0,90.0,4.0,1
1880,284,35,2021-05-06 15:25:49,,3.3,a,345,1.29,1.18,5,1,2021-05-08 16:30:00,2.94,4.0,46.0,38.82,0.06,0.35,0.29,0.18,0.29,0.06,0.41,0.29,0.0,0.0,0.0,0.0,0.18,0.65,10.69,18.33,17.84,12.65,22.06,16.76,0,9,1,0.0,90.0,16.0,4.0,1
1881,285,35,2021-05-06 15:25:49,100.0,0.0,a,345,1.29,1.18,5,1,2021-05-08 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.0,0
1882,286,35,2021-05-06 15:25:49,100.0,3.7,a,345,1.29,1.18,5,1,2021-05-08 16:30:00,2.29,2.59,59.0,84.71,0.06,0.06,0.06,0.0,0.29,0.47,0.59,0.53,0.12,0.12,0.0,0.0,0.24,0.06,14.01,18.69,13.62,14.3,6.94,10.76,3,8,0,90.0,90.0,0.0,4.0,2
1883,287,35,2021-05-06 15:25:49,100.0,5.3,a,345,1.29,1.18,5,1,2021-05-08 16:30:00,2.35,1.82,31.76,33.35,0.18,0.06,0.12,0.12,0.18,0.24,0.35,0.18,0.0,0.06,0.0,0.0,0.0,0.06,8.35,5.87,6.18,7.23,10.29,17.24,9,0,7,90.0,0.0,90.0,4.0,2
1884,288,35,2021-05-06 15:25:49,100.0,0.0,a,345,1.29,1.18,5,1,2021-05-08 16:30:00,0.06,0.18,6.47,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.86,1.51,0.94,0.41,0.0,0.06,0,0,0,0.0,0.0,0.0,4.0,0
1885,537,35,2021-05-06 15:25:49,100.0,0.0,a,345,1.29,1.18,5,1,2021-05-08 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.0,0
1886,538,35,2021-05-06 15:25:49,,0.0,a,345,1.29,1.18,5,1,2021-05-08 16:30:00,0.0,0.12,0.0,5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.0,0
1887,539,35,2021-05-06 15:25:49,,0.0,a,345,1.29,1.18,5,1,2021-05-08 16:30:00,0.06,0.0,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.24,0.0,0,0,0,0.0,0.0,0.0,4.0,0
1888,552,35,2021-05-06 15:25:49,100.0,0.0,a,345,1.29,1.18,5,1,2021-05-08 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.0,0
1889,556,35,2021-05-06 15:25:49,100.0,0.7,a,345,1.29,1.18,5,1,2021-05-08 16:30:00,4.5,3.94,77.44,83.38,0.06,0.0,0.06,0.0,0.5,0.5,0.5,0.5,0.06,0.12,0.0,0.0,0.5,0.25,18.78,17.96,2.91,2.04,8.81,3.25,0,2,0,0.0,90.0,0.0,4.0,1
1890,595,35,2021-05-06 15:25:49,,0.0,a,345,1.29,1.18,5,1,2021-05-08 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.0,0
1891,608,35,2021-05-06 15:25:49,100.0,0.0,a,345,1.29,1.18,5,1,2021-05-08 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.0,0
1892,609,35,2021-05-06 15:25:49,,0.0,a,345,1.29,1.18,5,1,2021-05-08 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.0,0
1893,622,35,2021-05-06 15:25:49,,0.0,a,345,1.29,1.18,5,1,2021-05-08 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.0,0
1894,623,35,2021-05-06 15:25:49,0.0,0.0,u,345,1.29,1.18,5,1,2021-05-08 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.0,0
1895,659,35,2021-05-06 15:25:49,,0.0,a,345,1.29,1.18,5,1,2021-05-08 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.0,0
1896,289,35,2021-05-06 15:25:49,0.0,0.0,u,340,1.24,1.36,2,0,2021-05-09 13:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
1897,289,35,2021-05-06 15:25:49,0.0,0.0,u,352,1.38,1.56,9,1,2021-05-11 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.0,0
1898,289,35,2021-05-06 15:25:49,0.0,0.0,u,334,1.33,1.52,11,1,2021-05-13 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.0,0
1899,290,35,2021-05-06 15:25:49,100.0,0.0,a,340,1.24,1.36,2,0,2021-05-09 13:05:00,0.5,0.71,7.56,12.65,0.0,0.0,0.06,0.12,0.06,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.71,3.24,3.61,3.83,1.06,2.94,0,0,0,0.0,0.0,0.0,3.0,0
1900,290,35,2021-05-06 15:25:49,100.0,0.0,a,352,1.38,1.56,9,1,2021-05-11 17:00:00,0.5,0.71,7.56,12.65,0.0,0.0,0.06,0.12,0.06,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.71,3.24,3.61,3.83,1.06,2.94,0,0,0,0.0,0.0,0.0,4.0,2
1901,290,35,2021-05-06 15:25:49,100.0,0.0,a,334,1.33,1.52,11,1,2021-05-13 19:15:00,0.5,0.71,7.56,12.65,0.0,0.0,0.06,0.12,0.06,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.71,3.24,3.61,3.83,1.06,2.94,0,0,0,0.0,0.0,0.0,4.0,0
1902,291,35,2021-05-06 15:25:49,100.0,0.0,a,340,1.24,1.36,2,0,2021-05-09 13:05:00,2.81,2.47,73.12,55.59,0.0,0.0,0.0,0.0,0.31,0.24,1.19,0.59,0.0,0.0,0.0,0.0,0.19,0.06,13.51,11.74,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
1903,291,35,2021-05-06 15:25:49,100.0,0.0,a,352,1.38,1.56,9,1,2021-05-11 17:00:00,2.81,2.47,73.12,55.59,0.0,0.0,0.0,0.0,0.31,0.24,1.19,0.59,0.0,0.0,0.0,0.0,0.19,0.06,13.51,11.74,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.0,1
1904,291,35,2021-05-06 15:25:49,100.0,0.0,a,334,1.33,1.52,11,1,2021-05-13 19:15:00,2.81,2.47,73.12,55.59,0.0,0.0,0.0,0.0,0.31,0.24,1.19,0.59,0.0,0.0,0.0,0.0,0.19,0.06,13.51,11.74,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.0,0
1905,292,35,2021-05-06 15:25:49,0.0,0.0,u,340,1.24,1.36,2,0,2021-05-09 13:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
1906,292,35,2021-05-06 15:25:49,0.0,0.0,u,352,1.38,1.56,9,1,2021-05-11 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.0,0
1907,292,35,2021-05-06 15:25:49,0.0,0.0,u,334,1.33,1.52,11,1,2021-05-13 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.0,0
1908,293,35,2021-05-06 15:25:49,0.0,0.0,u,340,1.24,1.36,2,0,2021-05-09 13:05:00,0.06,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.12,0.0,0,0,0,0.0,0.0,0.0,3.0,0
1909,293,35,2021-05-06 15:25:49,0.0,0.0,u,352,1.38,1.56,9,1,2021-05-11 17:00:00,0.06,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.12,0.0,0,0,0,0.0,0.0,0.0,4.0,0
1910,293,35,2021-05-06 15:25:49,0.0,0.0,u,334,1.33,1.52,11,1,2021-05-13 19:15:00,0.06,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.12,0.0,0,0,0,0.0,0.0,0.0,4.0,0
1911,294,35,2021-05-06 15:25:49,0.0,0.0,u,340,1.24,1.36,2,0,2021-05-09 13:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
1912,294,35,2021-05-06 15:25:49,0.0,0.0,u,352,1.38,1.56,9,1,2021-05-11 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.0,0
1913,294,35,2021-05-06 15:25:49,0.0,0.0,u,334,1.33,1.52,11,1,2021-05-13 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.0,0
1914,295,35,2021-05-06 15:25:49,100.0,0.3,a,340,1.24,1.36,2,0,2021-05-09 13:05:00,0.75,1.06,28.62,26.76,0.0,0.0,0.0,0.06,0.12,0.12,0.5,0.35,0.06,0.06,0.0,0.0,0.0,0.0,5.64,5.07,6.12,1.87,3.19,1.59,0,0,1,0.0,0.0,1.0,3.0,1
1915,295,35,2021-05-06 15:25:49,100.0,0.3,a,352,1.38,1.56,9,1,2021-05-11 17:00:00,0.75,1.06,28.62,26.76,0.0,0.0,0.0,0.06,0.12,0.12,0.5,0.35,0.06,0.06,0.0,0.0,0.0,0.0,5.64,5.07,6.12,1.87,3.19,1.59,0,0,1,0.0,0.0,1.0,4.0,2
1916,295,35,2021-05-06 15:25:49,100.0,0.3,a,334,1.33,1.52,11,1,2021-05-13 19:15:00,0.75,1.06,28.62,26.76,0.0,0.0,0.0,0.06,0.12,0.12,0.5,0.35,0.06,0.06,0.0,0.0,0.0,0.0,5.64,5.07,6.12,1.87,3.19,1.59,0,0,1,0.0,0.0,1.0,4.0,1
1917,296,35,2021-05-06 15:25:49,100.0,3.7,a,340,1.24,1.36,2,0,2021-05-09 13:05:00,2.06,2.94,53.06,45.47,0.0,0.18,0.19,0.12,0.12,0.18,0.81,0.41,0.0,0.18,0.0,0.0,0.12,0.53,9.45,15.67,10.63,7.98,10.75,9.59,1,5,5,14.0,90.0,90.0,3.0,5
1918,296,35,2021-05-06 15:25:49,100.0,3.7,a,352,1.38,1.56,9,1,2021-05-11 17:00:00,2.06,2.94,53.06,45.47,0.0,0.18,0.19,0.12,0.12,0.18,0.81,0.41,0.0,0.18,0.0,0.0,0.12,0.53,9.45,15.67,10.63,7.98,10.75,9.59,1,5,5,14.0,90.0,90.0,4.0,0
1919,296,35,2021-05-06 15:25:49,100.0,3.7,a,334,1.33,1.52,11,1,2021-05-13 19:15:00,2.06,2.94,53.06,45.47,0.0,0.18,0.19,0.12,0.12,0.18,0.81,0.41,0.0,0.18,0.0,0.0,0.12,0.53,9.45,15.67,10.63,7.98,10.75,9.59,1,5,5,14.0,90.0,90.0,4.0,2
1920,297,35,2021-05-06 15:25:49,0.0,0.0,u,340,1.24,1.36,2,0,2021-05-09 13:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0
1921,297,35,2021-05-06 15:25:49,0.0,0.0,u,352,1.38,1.56,9,1,2021-05-11 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.0,0
1922,297,35,2021-05-06 15:25:49,0.0,0.0,u,334,1.33,1.52,11,1,2021-05-13 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.0,0
1923,298,35,2021-05-06 15:25:49,100.0,2.7,a,340,1.24,1.36,2,0,2021-05-09 13:05:00,3.62,3.82,90.0,90.0,0.06,0.06,0.06,0.06,0.38,0.41,1.31,0.82,0.31,0.29,0.0,0.0,0.31,0.18,21.8,19.82,4.92,2.62,15.38,10.47,5,2,1,90.0,90.0,90.0,3.0,1
1924,298,35,2021-05-06 15:25:49,100.0,2.7,a,352,1.38,1.56,9,1,2021-05-11 17:00:00,3.62,3.82,90.0,90.0,0.06,0.06,0.06,0.06,0.38,0.41,1.31,0.82,0.31,0.29,0.0,0.0,0.31,0.18,21.8,19.82,4.92,2.62,15.38,10.47,5,2,1,90.0,90.0,90.0,4.0,0
1925,298,35,2021-05-06 15:25:49,100.0,2.7,a,334,1.33,1.52,11,1,2021-05-13 19:15:00,3.62,3.82,90.0,90.0,0.06,0.06,0.06,0.06,0.38,0.41,1.31,0.82,0.31,0.29,0.0,0.0,0.31,0.18,21.8,19.82,4.92,2.62,15.38,10.47,5,2,1,90.0,90.0,90.0,4.0,0
1926,299,35,2021-05-06 15:25:49,,3.7,a,340,1.24,1.36,2,0,2021-05-09 13:05:00,1.69,2.12,62.81,67.18,0.0,0.06,0.0,0.0,0.38,0.35,0.62,0.59,0.12,0.18,0.0,0.0,0.0,0.06,10.85,15.28,10.38,11.74,4.19,7.41,3,1,7,88.0,45.0,90.0,3.0,2
1927,299,35,2021-05-06 15:25:49,,3.7,a,352,1.38,1.56,9,1,2021-05-11 17:00:00,1.69,2.12,62.81,67.18,0.0,0.06,0.0,0.0,0.38,0.35,0.62,0.59,0.12,0.18,0.0,0.0,0.0,0.06,10.85,15.28,10.38,11.74,4.19,7.41,3,1,7,88.0,45.0,90.0,4.0,0
1928,299,35,2021-05-06 15:25:49,,3.7,a,334,1.33,1.52,11,1,2021-05-13 19:15:00,1.69,2.12,62.81,67.18,0.0,0.06,0.0,0.0,0.38,0.35,0.62,0.59,0.12,0.18,0.0,0.0,0.0,0.06,10.85,15.28,10.38,11.74,4.19,7.41,3,1,7,88.0,45.0,90.0,4.0,2
1929,300,35,2021-05-06 15:25:49,100.0,3.7,a,340,1.24,1.36,2,0,2021-05-09 13:05:00,2.75,4.53,71.69,72.71,0.0,0.06,0.19,0.12,0.19,0.41,1.12,0.53,0.25,0.18,0.0,0.0,0.38,0.94,17.01,16.85,32.62,28.34,4.5,7.71,8,2,1,90.0,90.0,90.0,3.0,2
1930,300,35,2021-05-06 15:25:49,100.0,3.7,a,352,1.38,1.56,9,1,2021-05-11 17:00:00,2.75,4.53,71.69,72.71,0.0,0.06,0.19,0.12,0.19,0.41,1.12,0.53,0.25,0.18,0.0,0.0,0.38,0.94,17.01,16.85,32.62,28.34,4.5,7.71,8,2,1,90.0,90.0,90.0,4.0,0
1931,300,35,2021-05-06 15:25:49,100.0,3.7,a,334,1.33,1.52,11,1,2021-05-13 19:15:00,2.75,4.53,71.69,72.71,0.0,0.06,0.19,0.12,0.19,0.41,1.12,0.53,0.25,0.18,0.0,0.0,0.38,0.94,17.01,16.85,32.62,28.34,4.5,7.71,8,2,1,90.0,90.0,90.0,4.0,0
1932,302,35,2021-05-06 15:25:49,,2.3,a,340,1.24,1.36,2,0,2021-05-09 13:05:00,6.75,6.65,84.69,86.41,0.5,0.47,0.38,0.41,0.38,0.41,1.12,0.71,0.06,0.24,0.0,0.0,0.88,1.06,38.62,32.74,46.76,33.58,38.81,28.71,3,2,2,90.0,90.0,89.0,3.0,10
1933,302,35,2021-05-06 15:25:49,,2.3,a,352,1.38,1.56,9,1,2021-05-11 17:00:00,6.75,6.65,84.69,86.41,0.5,0.47,0.38,0.41,0.38,0.41,1.12,0.71,0.06,0.24,0.0,0.0,0.88,1.06,38.62,32.74,46.76,33.58,38.81,28.71,3,2,2,90.0,90.0,89.0,4.0,1
1934,302,35,2021-05-06 15:25:49,,2.3,a,334,1.33,1.52,11,1,2021-05-13 19:15:00,6.75,6.65,84.69,86.41,0.5,0.47,0.38,0.41,0.38,0.41,1.12,0.71,0.06,0.24,0.0,0.0,0.88,1.06,38.62,32.74,46.76,33.58,38.81,28.71,3,2,2,90.0,90.0,89.0,4.0,8
1935,303,35,2021-05-06 15:25:49,0.0,0.0,i,340,1.24,1.36,2,0,2021-05-09 13:05:00,2.62,1.94,39.56,49.65,0.19,0.06,0.31,0.12,0.06,0.18,0.94,0.47,0.0,0.0,0.06,0.0,0.12,0.06,11.75,6.45,8.09,7.99,21.94,21.06,0,0,0,0.0,0.0,0.0,3.0,0
